TRANSACTION_ID=316917, TX_DATETIME=2018-05-04 00:02:25, CUSTOMER_ID=2924, TERMINAL_ID=1711, TX_AMOUNT=85.38, TX_TIME_SECONDS=2851345, TX_TIME_DAYS=33, TX_FRAUD=0, TX_FRAUD_SCENARIO=0, TX_DURING_WEEKEND=0, TX_DURING_NIGHT=1, CUSTOMER_ID_NB_TX_1DAY_WINDOW=4.0, CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW=57.91000000000005, CUSTOMER_ID_NB_TX_7DAY_WINDOW=17.0, CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW=50.76058823529413, CUSTOMER_ID_NB_TX_30DAY_WINDOW=77.0, CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW=56.188051948051964, TERMINAL_ID_NB_TX_1DAY_WINDOW=0.0, TERMINAL_ID_RISK_1DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_7DAY_WINDOW=6.0, TERMINAL_ID_RISK_7DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_30DAY_WINDOW=17.0, TERMINAL_ID_RISK_30DAY_WINDOW=0.0
TRANSACTION_ID=316928, TX_DATETIME=2018-05-04 00:13:27, CUSTOMER_ID=68, TERMINAL_ID=6910, TX_AMOUNT=60.75, TX_TIME_SECONDS=2852007, TX_TIME_DAYS=33, TX_FRAUD=0, TX_FRAUD_SCENARIO=0, TX_DURING_WEEKEND=0, TX_DURING_NIGHT=1, CUSTOMER_ID_NB_TX_1DAY_WINDOW=3.0, CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW=35.033333333333296, CUSTOMER_ID_NB_TX_7DAY_WINDOW=20.0, CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW=30.933999999999997, CUSTOMER_ID_NB_TX_30DAY_WINDOW=104.0, CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW=29.581442307692303, TERMINAL_ID_NB_TX_1DAY_WINDOW=2.0, TERMINAL_ID_RISK_1DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_7DAY_WINDOW=10.0, TERMINAL_ID_RISK_7DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_30DAY_WINDOW=28.0, TERMINAL_ID_RISK_30DAY_WINDOW=0.0
TRANSACTION_ID=316929, TX_DATETIME=2018-05-04 00:13:37, CUSTOMER_ID=3536, TERMINAL_ID=7798, TX_AMOUNT=81.18, TX_TIME_SECONDS=2852017, TX_TIME_DAYS=33, TX_FRAUD=0, TX_FRAUD_SCENARIO=0, TX_DURING_WEEKEND=0, TX_DURING_NIGHT=1, CUSTOMER_ID_NB_TX_1DAY_WINDOW=1.0, CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW=81.18, CUSTOMER_ID_NB_TX_7DAY_WINDOW=8.0, CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW=59.53250000000002, CUSTOMER_ID_NB_TX_30DAY_WINDOW=36.0, CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW=67.32833333333336, TERMINAL_ID_NB_TX_1DAY_WINDOW=0.0, TERMINAL_ID_RISK_1DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_7DAY_WINDOW=7.0, TERMINAL_ID_RISK_7DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_30DAY_WINDOW=51.0, TERMINAL_ID_RISK_30DAY_WINDOW=0.0
TRANSACTION_ID=316930, TX_DATETIME=2018-05-04 00:14:44, CUSTOMER_ID=3570, TERMINAL_ID=8792, TX_AMOUNT=33.93, TX_TIME_SECONDS=2852084, TX_TIME_DAYS=33, TX_FRAUD=0, TX_FRAUD_SCENARIO=0, TX_DURING_WEEKEND=0, TX_DURING_NIGHT=1, CUSTOMER_ID_NB_TX_1DAY_WINDOW=3.0, CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW=33.526666666666635, CUSTOMER_ID_NB_TX_7DAY_WINDOW=36.0, CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW=30.60583333333335, CUSTOMER_ID_NB_TX_30DAY_WINDOW=116.0, CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW=29.722586206896544, TERMINAL_ID_NB_TX_1DAY_WINDOW=1.0, TERMINAL_ID_RISK_1DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_7DAY_WINDOW=5.0, TERMINAL_ID_RISK_7DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_30DAY_WINDOW=32.0, TERMINAL_ID_RISK_30DAY_WINDOW=0.0
TRANSACTION_ID=316931, TX_DATETIME=2018-05-04 00:16:25, CUSTOMER_ID=1779, TERMINAL_ID=1966, TX_AMOUNT=49.81, TX_TIME_SECONDS=2852185, TX_TIME_DAYS=33, TX_FRAUD=0, TX_FRAUD_SCENARIO=0, TX_DURING_WEEKEND=0, TX_DURING_NIGHT=1, CUSTOMER_ID_NB_TX_1DAY_WINDOW=1.0, CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW=49.809999999999974, CUSTOMER_ID_NB_TX_7DAY_WINDOW=5.0, CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW=46.228, CUSTOMER_ID_NB_TX_30DAY_WINDOW=22.0, CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW=53.83090909090908, TERMINAL_ID_NB_TX_1DAY_WINDOW=0.0, TERMINAL_ID_RISK_1DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_7DAY_WINDOW=5.0, TERMINAL_ID_RISK_7DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_30DAY_WINDOW=28.0, TERMINAL_ID_RISK_30DAY_WINDOW=0.0
TRANSACTION_ID=316932, TX_DATETIME=2018-05-04 00:17:35, CUSTOMER_ID=1831, TERMINAL_ID=5939, TX_AMOUNT=64.94, TX_TIME_SECONDS=2852255, TX_TIME_DAYS=33, TX_FRAUD=0, TX_FRAUD_SCENARIO=0, TX_DURING_WEEKEND=0, TX_DURING_NIGHT=1, CUSTOMER_ID_NB_TX_1DAY_WINDOW=2.0, CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW=60.129999999999896, CUSTOMER_ID_NB_TX_7DAY_WINDOW=20.0, CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW=63.55249999999997, CUSTOMER_ID_NB_TX_30DAY_WINDOW=83.0, CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW=66.23867469879518, TERMINAL_ID_NB_TX_1DAY_WINDOW=1.0, TERMINAL_ID_RISK_1DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_7DAY_WINDOW=6.0, TERMINAL_ID_RISK_7DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_30DAY_WINDOW=25.0, TERMINAL_ID_RISK_30DAY_WINDOW=0.0
TRANSACTION_ID=316933, TX_DATETIME=2018-05-04 00:18:59, CUSTOMER_ID=3829, TERMINAL_ID=495, TX_AMOUNT=93.11, TX_TIME_SECONDS=2852339, TX_TIME_DAYS=33, TX_FRAUD=0, TX_FRAUD_SCENARIO=0, TX_DURING_WEEKEND=0, TX_DURING_NIGHT=1, CUSTOMER_ID_NB_TX_1DAY_WINDOW=3.0, CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW=93.04666666666662, CUSTOMER_ID_NB_TX_7DAY_WINDOW=19.0, CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW=85.89157894736836, CUSTOMER_ID_NB_TX_30DAY_WINDOW=87.0, CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW=84.5610344827586, TERMINAL_ID_NB_TX_1DAY_WINDOW=2.0, TERMINAL_ID_RISK_1DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_7DAY_WINDOW=3.0, TERMINAL_ID_RISK_7DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_30DAY_WINDOW=10.0, TERMINAL_ID_RISK_30DAY_WINDOW=0.0
TRANSACTION_ID=316934, TX_DATETIME=2018-05-04 00:19:27, CUSTOMER_ID=1307, TERMINAL_ID=8286, TX_AMOUNT=105.4, TX_TIME_SECONDS=2852367, TX_TIME_DAYS=33, TX_FRAUD=0, TX_FRAUD_SCENARIO=0, TX_DURING_WEEKEND=0, TX_DURING_NIGHT=1, CUSTOMER_ID_NB_TX_1DAY_WINDOW=6.0, CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW=80.56166666666667, CUSTOMER_ID_NB_TX_7DAY_WINDOW=16.0, CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW=70.97500000000002, CUSTOMER_ID_NB_TX_30DAY_WINDOW=78.0, CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW=60.654487179487155, TERMINAL_ID_NB_TX_1DAY_WINDOW=0.0, TERMINAL_ID_RISK_1DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_7DAY_WINDOW=2.0, TERMINAL_ID_RISK_7DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_30DAY_WINDOW=18.0, TERMINAL_ID_RISK_30DAY_WINDOW=0.0
TRANSACTION_ID=316935, TX_DATETIME=2018-05-04 00:23:54, CUSTOMER_ID=3552, TERMINAL_ID=5592, TX_AMOUNT=33.95, TX_TIME_SECONDS=2852634, TX_TIME_DAYS=33, TX_FRAUD=0, TX_FRAUD_SCENARIO=0, TX_DURING_WEEKEND=0, TX_DURING_NIGHT=1, CUSTOMER_ID_NB_TX_1DAY_WINDOW=6.0, CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW=37.748333333333335, CUSTOMER_ID_NB_TX_7DAY_WINDOW=25.0, CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW=39.4152, CUSTOMER_ID_NB_TX_30DAY_WINDOW=106.0, CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW=38.56103773584905, TERMINAL_ID_NB_TX_1DAY_WINDOW=1.0, TERMINAL_ID_RISK_1DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_7DAY_WINDOW=5.0, TERMINAL_ID_RISK_7DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_30DAY_WINDOW=22.0, TERMINAL_ID_RISK_30DAY_WINDOW=0.0
TRANSACTION_ID=316936, TX_DATETIME=2018-05-04 00:24:22, CUSTOMER_ID=3412, TERMINAL_ID=5994, TX_AMOUNT=69.91, TX_TIME_SECONDS=2852662, TX_TIME_DAYS=33, TX_FRAUD=0, TX_FRAUD_SCENARIO=0, TX_DURING_WEEKEND=0, TX_DURING_NIGHT=1, CUSTOMER_ID_NB_TX_1DAY_WINDOW=6.0, CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW=80.43333333333338, CUSTOMER_ID_NB_TX_7DAY_WINDOW=32.0, CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW=98.731875, CUSTOMER_ID_NB_TX_30DAY_WINDOW=117.0, CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW=98.02717948717952, TERMINAL_ID_NB_TX_1DAY_WINDOW=2.0, TERMINAL_ID_RISK_1DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_7DAY_WINDOW=6.0, TERMINAL_ID_RISK_7DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_30DAY_WINDOW=20.0, TERMINAL_ID_RISK_30DAY_WINDOW=0.0
TRANSACTION_ID=316937, TX_DATETIME=2018-05-04 00:24:43, CUSTOMER_ID=4726, TERMINAL_ID=151, TX_AMOUNT=118.77, TX_TIME_SECONDS=2852683, TX_TIME_DAYS=33, TX_FRAUD=0, TX_FRAUD_SCENARIO=0, TX_DURING_WEEKEND=0, TX_DURING_NIGHT=1, CUSTOMER_ID_NB_TX_1DAY_WINDOW=6.0, CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW=116.10666666666661, CUSTOMER_ID_NB_TX_7DAY_WINDOW=26.0, CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW=91.9553846153846, CUSTOMER_ID_NB_TX_30DAY_WINDOW=98.0, CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW=92.84693877551021, TERMINAL_ID_NB_TX_1DAY_WINDOW=2.0, TERMINAL_ID_RISK_1DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_7DAY_WINDOW=7.0, TERMINAL_ID_RISK_7DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_30DAY_WINDOW=34.0, TERMINAL_ID_RISK_30DAY_WINDOW=0.0
TRANSACTION_ID=316938, TX_DATETIME=2018-05-04 00:25:33, CUSTOMER_ID=2677, TERMINAL_ID=2607, TX_AMOUNT=76.14, TX_TIME_SECONDS=2852733, TX_TIME_DAYS=33, TX_FRAUD=0, TX_FRAUD_SCENARIO=0, TX_DURING_WEEKEND=0, TX_DURING_NIGHT=1, CUSTOMER_ID_NB_TX_1DAY_WINDOW=3.0, CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW=67.04333333333334, CUSTOMER_ID_NB_TX_7DAY_WINDOW=25.0, CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW=64.09000000000006, CUSTOMER_ID_NB_TX_30DAY_WINDOW=81.0, CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW=60.54481481481481, TERMINAL_ID_NB_TX_1DAY_WINDOW=2.0, TERMINAL_ID_RISK_1DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_7DAY_WINDOW=5.0, TERMINAL_ID_RISK_7DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_30DAY_WINDOW=20.0, TERMINAL_ID_RISK_30DAY_WINDOW=0.0
TRANSACTION_ID=316939, TX_DATETIME=2018-05-04 00:25:35, CUSTOMER_ID=1766, TERMINAL_ID=2090, TX_AMOUNT=56.34, TX_TIME_SECONDS=2852735, TX_TIME_DAYS=33, TX_FRAUD=0, TX_FRAUD_SCENARIO=0, TX_DURING_WEEKEND=0, TX_DURING_NIGHT=1, CUSTOMER_ID_NB_TX_1DAY_WINDOW=3.0, CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW=65.17333333333336, CUSTOMER_ID_NB_TX_7DAY_WINDOW=11.0, CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW=47.74000000000004, CUSTOMER_ID_NB_TX_30DAY_WINDOW=50.0, CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW=42.725200000000015, TERMINAL_ID_NB_TX_1DAY_WINDOW=0.0, TERMINAL_ID_RISK_1DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_7DAY_WINDOW=3.0, TERMINAL_ID_RISK_7DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_30DAY_WINDOW=17.0, TERMINAL_ID_RISK_30DAY_WINDOW=0.0
